Order State,Department Name,Product Name,Product Price,Order Item Discount,Order Item Quantity,Order Item Total,Order Profit Per Order,Days for shipment (scheduled),Days for shipping (real),Delivery Status
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,40.79000092,4,199.1699982,-298.75,4,5,Late delivery
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,40.79000092,4,199.1699982,62.34000015,4,3,Advance shipping
South Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,40.79000092,4,199.1699982,-89.62999725,4,6,Late delivery
Western Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,47.99000168,4,191.9700012,67.19000244,4,6,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,0,4,200,90,4,3,Advance shipping
South Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,2,4,198,61.38000107,4,2,Advance shipping
Victoria,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.200000048,4,156.7599945,49.0699997,4,6,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,6,4,194,21.92000008,4,6,Late delivery
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,8,4,192,86.40000153,4,5,Late delivery
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,10,4,190,66.5,4,5,Late delivery
New South Wales,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,16,4,143.9600067,10.80000019,4,4,Shipping on time
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,20,4,180,84.59999847,4,2,Advance shipping
New South Wales,Golf,adidas Men's Germany Black Crest Away Tee,25,12,4,88,39.59999847,4,5,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,30,4,170,-238,4,3,Advance shipping
South Australia,Golf,adidas Men's Germany Black Crest Away Tee,25,25,4,75,18.75,4,4,Shipping on time
New South Wales,Outdoors,Titleist Pro V1x High Numbers Golf Balls,47.99000168,10.56000042,4,181.3999939,-81.62999725,4,6,Late delivery
New South Wales,Outdoors,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,23.03000069,4,104.9300003,51.40999985,4,6,Late delivery
Queensland,Outdoors,Glove It Urban Brick Golf Towel,15.98999977,12.78999996,4,51.16999817,-3.839999914,4,3,Advance shipping
Queensland,Fan Shop,ENO Atlas Hammock Straps,29.98999977,12,4,107.9599991,48.58000183,4,3,Advance shipping
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,2.5,5,247.5,30.94000053,4,5,Late delivery
Western Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,42.5,5,207.5,72.62999725,4,4,Shipping on time
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,10,5,489.9500122,171.4799957,4,3,Advance shipping
Victoria,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,35,5,464.9500122,-127.8600006,4,3,Advance shipping
Australian Capital Territory,Footwear,Under Armour Women's Ignite PIP VI Slide,31.98999977,11.19999981,5,148.75,37.18999863,4,2,Advance shipping
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,45,5,454.9500122,122.8399963,4,4,Shipping on time
South Australia,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,89.98999786,5,409.9599915,106.5899963,4,5,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,9,5,290.9500122,-494.6199951,4,3,Advance shipping
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,15,5,284.9500122,131.0800018,4,6,Late delivery
Victoria,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,21,5,278.9500122,-186.0599976,4,5,Late delivery
Tasmania,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,35.99000168,5,263.9599915,87.11000061,4,6,Late delivery
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,38.99000168,5,260.9599915,122.6500015,4,5,Late delivery
Victoria,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,38.99000168,5,260.9599915,127.8700027,4,6,Late delivery
Western Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,47.99000168,5,251.9600067,68.02999878,4,6,Late delivery
New South Wales,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,5,199.9499969,-39.99000168,4,6,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,5,5,245,76.69000244,4,3,Advance shipping
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,7.5,5,242.5,78.80999756,4,6,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,17.5,5,232.5,-406.8800049,4,6,Late delivery
Queensland,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,18,5,181.9499969,47.31000137,4,3,Advance shipping
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,22.5,5,227.5,75.08000183,4,3,Advance shipping
Queensland,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,20,5,179.9600067,30.59000015,4,5,Late delivery
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,25,5,225,94.5,4,3,Advance shipping
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,30,5,220,77,4,6,Late delivery
South Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,32.5,5,217.5,71.77999878,4,4,Shipping on time
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,40,5,210,-546,4,2,Advance shipping
Victoria,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,35.99000168,5,163.9600067,40.99000168,4,6,Late delivery
Western Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,45,5,205,102.5,4,6,Late delivery
Western Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,9.100000381,1,120.8899994,54.40000153,1,2,Shipping canceled
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,9.100000381,1,120.8899994,56.8199997,1,2,Shipping canceled
New South Wales,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.5999999049999998,1,36.38999939,10.18999958,1,2,Shipping canceled
New South Wales,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,4,1,395.980011,138.5899963,1,2,Shipping canceled
South Australia,Pet Shop,Adult dog supplies,84.40000153,8.43999958,1,75.95999908,8.5799999239999991,1,2,Late delivery
Tasmania,Pet Shop,Adult dog supplies,84.40000153,10.13000011,1,74.26999664,0,1,2,Late delivery
New South Wales,Footwear,Under Armour Women's Ignite Slide,31.98999977,1.75999999,1,30.22999954,7.559999943,1,2,Late delivery
New South Wales,Apparel,Baby sweater,59.08000183,0.589999974,1,58.49000168,6.610000134,1,2,Late delivery
Australian Capital Territory,Apparel,Summer dresses,215.8200073,4.320000172,1,211.5,-359.5599976,1,2,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,6.5,1,123.4899979,-23.21999931,1,2,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,15.600000380000001,1,114.3899994,40.04000092,1,2,Late delivery
Western Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,23.39999962,1,106.5899963,50.09999847,1,2,Late delivery
Tasmania,Outdoors,Lawn mower,532.5800171,10.649999619999999,1,521.9299927,-365.3500061,1,2,Late delivery
Australian Capital Territory,Outdoors,Lawn mower,532.5800171,90.54000092,1,442.0400085,212.1799927,1,2,Late delivery
Western Australia,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,12,1,387.980011,29.10000038,1,2,Late delivery
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,27,1,272.980011,131.0299988,1,2,Late delivery
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,36,1,263.980011,79.19000244,1,2,Late delivery
Victoria,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,68,1,331.980011,162.6699982,1,2,Late delivery
Queensland,Discs Shop,DVDs,164.3800049,14.78999996,1,149.5899963,18.700000760000002,1,2,Late delivery
Tasmania,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,7.199999809,1,52.79000092,18.47999954,1,2,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,15.600000380000001,1,114.3899994,31.45999908,1,2,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,16.89999962,1,113.0899963,48.63000107,1,2,Late delivery
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,12,1,47.99000168,24,1,2,Late delivery
Western Australia,Apparel,Summer dresses,215.8200073,43.15999985,1,172.6600037,72.51999664,1,2,Late delivery
New South Wales,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,2.799999952,1,37.18999863,18.60000038,1,2,Late delivery
Victoria,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,12,1,287.980011,138.2299957,1,2,Late delivery
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,15,1,284.980011,99.73999786,1,2,Late delivery
Victoria,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,60,1,339.980011,6.800000191,1,2,Late delivery
Western Australia,Discs Shop,Rock music,260.6499939,0,1,260.6499939,101.6500015,1,2,Late delivery
Australian Capital Territory,Pet Shop,Adult dog supplies,84.40000153,7.599999905,1,76.80000305,-115.2099991,1,2,Shipping canceled
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,7,2,93,34.88000107,1,2,Shipping canceled
New South Wales,Outdoors,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,11.52000046,2,52.45999908,-11.80000019,1,2,Shipping canceled
Victoria,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,6,2,193.9799957,15.90999985,1,2,Late delivery
South Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,20.39999962,2,99.58000183,45.81000137,1,2,Late delivery
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,3,2,97,7.760000229,1,2,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,7,2,93,-4.090000153,1,2,Late delivery
Western Australia,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,14.399999619999999,2,65.58000183,19.02000046,1,2,Late delivery
Australian Capital Territory,Outdoors,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,0,2,49.97999954,-8.75,1,2,Late delivery
New South Wales,Outdoors,Glove It Urban Brick Golf Towel,15.98999977,4.800000191,2,27.18000031,10.18999958,1,2,Late delivery
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,14,2,185.9799957,85.55000305,1,2,Late delivery
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,1.200000048,2,118.7799988,23.76000023,1,2,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,12,2,88,42.24000168,1,2,Late delivery
Western Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,0,3,179.9700012,-13.5,1,2,Shipping canceled
Victoria,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,7.199999809,3,172.7700043,82.93000031,1,2,Shipping canceled
Western Australia,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,15,3,284.9700012,136.7899933,1,2,Late delivery
Western Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,3.5999999049999998,3,176.3699951,79.37000275,1,2,Late delivery
Western Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,5.400000095,3,174.5700073,59.34999847,1,2,Late delivery
Western Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,37.5,3,112.5,-21.14999962,1,2,Late delivery
Tasmania,Golf,Nike Men's Deutschland Weltmeister Winners Bl,30,13.5,3,76.5,26.78000069,1,2,Late delivery
Western Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,2,4,198,91.08000183,1,2,Shipping canceled
Western Australia,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.200000048,4,156.7599945,73.68000031,1,2,Shipping canceled
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,31.19000053,4,208.7700043,-162.8399963,1,2,Late delivery
Australian Capital Territory,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,6.400000095,4,153.5599976,39.93000031,1,2,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,10,4,190,91.19999695,1,2,Late delivery
Queensland,Outdoors,Team Golf St. Louis Cardinals Putter Grip,24.98999977,14.98999977,4,84.97000122,22.94000053,1,2,Late delivery
Western Australia,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,25,5,474.9500122,172.4100037,1,2,Late delivery
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,50,5,449.9599915,-73.33999634,1,2,Late delivery
South Australia,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,59.99000168,5,439.9599915,211.1799927,1,2,Late delivery
South Australia,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,6,5,193.9499969,50.43000031,1,2,Late delivery
South Australia,Outdoors,Titleist Pro V1x High Numbers Golf Balls,47.99000168,0,5,239.9499969,67.19000244,1,2,Late delivery
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,20,5,479.9500122,36,1,2,Late delivery
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,74.98999786,5,424.9599915,-12.3199997,1,2,Late delivery
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,0,5,299.9500122,3.299999952,1,2,Late delivery
Victoria,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,4,5,195.9499969,22.13999939,1,2,Late delivery
South Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,40,5,210,-28.97999954,1,2,Late delivery
Queensland,Fan Shop,ENO Atlas Hammock Straps,29.98999977,23.98999977,5,125.9599991,47.86000061,1,2,Late delivery
Western Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.9000000950000002,1,126.0899963,63.04999924,0,0,Shipping canceled
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,75,1,224.9900055,101.2399979,0,0,Shipping canceled
Western Australia,Pet Shop,Adult dog supplies,84.40000153,21.10000038,1,63.29999924,22.15999985,0,1,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.9000000950000002,1,126.0899963,42.61999893,0,1,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,15.600000380000001,1,114.3899994,31.45999908,0,1,Late delivery
Queensland,Outdoors,Lawn mower,532.5800171,5.329999924,1,527.25,-421.7999878,0,0,Shipping on time
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,52,1,347.980011,114.8300018,0,1,Late delivery
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,60,1,339.980011,112.1900024,0,1,Late delivery
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,54,1,245.9799957,-196.7899933,0,0,Shipping on time
Northern Territory,Discs Shop,CDs of rock,11.28999996,1.019999981,1,10.27000046,-7.53000021,0,0,Shipping on time
Western Australia,Discs Shop,CDs of rock,11.28999996,1.350000024,1,9.93999958,3.609999895,0,1,Late delivery
Western Australia,Pet Shop,Adult dog supplies,84.40000153,16.87999916,1,67.51999664,5.940000057,0,1,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.9000000950000002,1,126.0899963,31.52000046,0,1,Late delivery
Tasmania,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,16.89999962,1,113.0899963,36.18999863,0,1,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,23.39999962,1,106.5899963,31.97999954,0,0,Shipping on time
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,12,1,47.99000168,7.199999809,0,0,Shipping on time
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,21,1,278.980011,20.92000008,0,1,Late delivery
South Australia,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,30,1,269.980011,-50.75999832,0,1,Late delivery
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,30,1,269.980011,72.90000153,0,1,Late delivery
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,60,1,239.9799957,69.59999847,0,0,Shipping on time
Western Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,5.199999809,1,124.7900009,33.68999863,0,0,Shipping canceled
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,3,1,296.980011,139.5800018,0,1,Shipping canceled
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,72,1,327.980011,78.05999756,0,0,Shipping canceled
Queensland,Footwear,Under Armour Women's Ignite PIP VI Slide,31.98999977,4.480000019,2,59.5,16.0699997,0,1,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,20.39999962,2,99.58000183,29.87999916,0,0,Shipping on time
Queensland,Outdoors,Titleist Pro V1x Golf Balls,47.99000168,16.3199997,2,79.66000366,-1.039999962,0,1,Late delivery
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,14,2,185.9799957,67.51000214,0,1,Late delivery
South Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,18,2,101.9800034,-1.429999948,0,1,Late delivery
South Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,5.5,2,94.5,-6.7100000380000004,0,1,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,6.599999905,2,113.3799973,37.41999817,0,1,Shipping canceled
Western Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,21.60000038,2,98.37999725,34.43000031,0,0,Shipping canceled
Western Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,13,2,87,33.93000031,0,0,Shipping canceled
New South Wales,Outdoors,Glove It Women's Mod Oval Golf Glove,19.98999977,2.200000048,2,37.77999878,3.319999933,0,1,Shipping canceled
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,48,3,251.9700012,85.16999817,0,0,Shipping canceled
Queensland,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,10.80000019,3,109.1699982,49.13000107,0,0,Shipping canceled
New South Wales,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,10.80000019,3,109.1699982,51.31000137,0,0,Shipping canceled
Western Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,25.5,3,124.5,6.230000019,0,0,Shipping canceled
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,1.5,3,148.5,46.04000092,0,1,Late delivery
Queensland,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,6,3,113.9700012,31.90999985,0,0,Shipping on time
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,3,3,296.9700012,-237.5800018,0,0,Shipping canceled
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,13.5,3,136.5,19.11000061,0,0,Shipping canceled
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,20,4,379.9599915,98.79000092,0,1,Late delivery
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,4,4,196,-28.03000069,0,1,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,35.99000168,5,263.9599915,92.37999725,0,0,Shipping on time
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,25,5,225,49.95000076,0,1,Late delivery
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,30,5,220,-374,0,0,Shipping on time
New South Wales,Footwear,Under Armour Women's Ignite Slide,31.98999977,39.99000168,5,119.9599991,58.77999878,0,1,Shipping canceled
Western Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,3,5,296.9500122,29.700000760000002,0,0,Shipping canceled
Western Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,2.5999999049999998,1,127.3899994,-6.3699998859999996,2,6,Shipping canceled
Western Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,12.5,1,37.5,13.60999966,2,6,Shipping canceled
Western Australia,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,36,1,363.980011,94.63999939,2,6,Shipping canceled
Western Australia,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,40,1,359.980011,169.1900024,2,6,Shipping canceled
Victoria,Health and Beauty,First aid kit,293.0400085,49.8199997,1,243.2200012,-178.2799988,2,3,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1,129.9900055,1.299999952,2,4,Late delivery
South Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,1.299999952,1,128.6900024,14.53999996,2,4,Late delivery
South Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,1.299999952,1,128.6900024,43.5,2,4,Late delivery
New South Wales,Apparel,Summer dresses,215.8200073,4.320000172,1,211.5,-9.090000153,2,4,Late delivery
New South Wales,Apparel,Porcelain crafts,461.480011,13.84000015,1,447.6400146,179.0500031,2,5,Late delivery
Queensland,Apparel,Summer dresses,215.8200073,6.46999979,1,209.3500061,54.43000031,2,3,Late delivery
South Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,5.199999809,1,124.7900009,37.43999863,2,4,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,11.69999981,1,118.2900009,42.93999863,2,2,Shipping on time
Western Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,13,1,116.9899979,32.75999832,2,3,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,15.600000380000001,1,114.3899994,12.57999992,2,4,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,15.600000380000001,1,114.3899994,1.370000005,2,6,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,16.89999962,1,113.0899963,-1.470000029,2,4,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,19.5,1,110.4899979,-77.33999634,2,4,Late delivery
New South Wales,Apparel,Men's gala suit,210.8500061,33.74000168,1,177.1100006,61.99000168,2,4,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,10.19999981,1,49.79000092,22.40999985,2,6,Late delivery
Queensland,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8,1,31.98999977,-25.59000015,2,4,Late delivery
Western Australia,Outdoors,Lawn mower,532.5800171,37.27999878,1,495.2999878,-379.8900146,2,5,Late delivery
Western Australia,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1,299.980011,143.9900055,2,3,Late delivery
New South Wales,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,16,1,383.980011,115.1900024,2,4,Late delivery
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,36,1,263.980011,-59.40000153,2,4,Late delivery
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,39,1,260.980011,16.44000053,2,4,Late delivery
Australian Capital Territory,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,54,1,245.9799957,-442.769989,2,3,Late delivery
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,100,1,299.9899902,-209.9900055,2,4,Late delivery
Queensland,Discs Shop,Rock music,260.6499939,14.34000015,1,246.3099976,76.36000061,2,4,Late delivery
South Australia,Discs Shop,CDs of rock,11.28999996,1.019999981,1,10.27000046,2.569999933,2,6,Late delivery
New South Wales,Discs Shop,Fighting video games,39.75,3.579999924,1,36.16999817,-94.05000305,2,4,Late delivery
Victoria,Discs Shop,Fighting video games,39.75,3.579999924,1,36.16999817,17.71999931,2,2,Shipping on time
Western Australia,Discs Shop,Fighting video games,39.75,7.159999847,1,32.59999847,14.34000015,2,3,Late delivery
South Australia,Discs Shop,DVDs,164.3800049,32.88000107,1,131.5,32.88000107,2,6,Late delivery
Tasmania,Apparel,Men's gala suit,210.8500061,0,1,210.8500061,61.15000153,2,3,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,1.299999952,1,128.6900024,59.20000076,2,5,Late delivery
Northern Territory,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.9000000950000002,1,126.0899963,-14.25,2,3,Late delivery
New South Wales,Apparel,Summer dresses,215.8200073,6.46999979,1,209.3500061,98.38999939,2,3,Late delivery
Victoria,Apparel,Summer dresses,215.8200073,11.86999989,1,203.9499969,71.37999725,2,4,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,9.100000381,1,120.8899994,58.02999878,2,6,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,22.10000038,1,107.8899994,28.049999239999998,2,3,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,23.39999962,1,106.5899963,17.049999239999998,2,2,Shipping on time
South Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,12,1,47.99000168,16.799999239999998,2,5,Late delivery
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,12,1,47.99000168,-32.00999832,2,3,Late delivery
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,15,1,44.99000168,21.60000038,2,4,Late delivery
Western Australia,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.5999999049999998,1,36.38999939,14.92000008,2,6,Late delivery
Northern Territory,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,8,1,42,-29.39999962,2,2,Shipping on time
Western Australia,Outdoors,Lawn mower,532.5800171,5.329999924,1,527.25,131.8099976,2,4,Late delivery
Queensland,Outdoors,Team Golf San Francisco Giants Putter Grip,24.98999977,3.75,1,21.23999977,1.700000048,2,4,Late delivery
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,6,1,293.980011,-69.97000122,2,3,Late delivery
South Australia,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,15,1,284.980011,96.3199997,2,5,Late delivery
Victoria,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,20,1,379.980011,42.93999863,2,3,Late delivery
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,22,1,377.980011,94.5,2,3,Late delivery
Western Australia,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,21,1,278.980011,47.43000031,2,6,Late delivery
Northern Territory,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,36,1,363.980011,167.4299927,2,2,Shipping on time
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,30,1,269.980011,60.75,2,3,Late delivery
Northern Territory,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,40,1,359.980011,36,2,2,Shipping on time
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,72,1,327.980011,98.40000153,2,4,Late delivery
